title,price,liter,fuel_type,year,transmission,city
Seat Altea,2670,1.9,Diesel,2005,Mechanical,Vilnius
Opel Zafira,2699,1.6,Gasoline,2006,Mechanical,Marijampole
BMW 320,2699,2.0,Diesel,2003,Mechanical,Mazeikiai
BMW 320 E46,2699,2.0,Diesel,2004,Mechanical,Mazeikiai
Jeep Grand Cherokee II,2699,4.0,Petrol / Gas,2003,Automatic,Vilnius
Volkswagen Caddy,2699,1.9,Diesel,2009,Mechanical,Kedainiai
BMW 530,2699,3.0,Petrol / Gas,2005,Mechanical,Vilnius
BMW 530,2699,3.0,Diesel,2003,Automatic,Vilnius
Peugeot 308,2699,1.6,Diesel,2009,Mechanical,Kedainiai
Mercedes-Benz A 160,2699,2.0,Diesel,2008,Mechanical,Kaunas
Volvo V50,2699,2.0,Diesel,2008,Mechanical,Talinas
Skoda Octavia,2699,1.2,Gasoline,2011,Mechanical,Talinas
Toyota Corolla Verso,2699,1.8,Gasoline,2007,Automatic,Talinas
Audi A4,2699,2.0,Gasoline,2005,Automatic,Talinas
Honda Civic,2699,1.8,Gasoline,2007,Automatic,Talinas
Kia Sorento,2699,2.5,Diesel,2006,Automatic,Talinas
Audi A4,2699,2.0,Diesel,2005,Automatic,Talinas
Hyundai i30,2699,1.6,Gasoline,2007,Automatic,Talinas
Opel Vivaro,2699,2.5,Diesel,2005,Mechanical,Talinas
Mazda 6,2699,2.0,Gasoline,2008,Mechanical,Talinas
Peugeot 308,2699,1.6,Gasoline,2008,Mechanical,Talinas
Volkswagen Sharan,2699,2.0,Diesel,2006,Mechanical,Talinas
Toyota Corolla,2699,1.6,Gasoline,2005,Mechanical,Talinas
Audi A6,2699,2.0,Diesel,2007,Mechanical,Talinas
Skoda Octavia,2699,1.6,Gasoline,2005,Mechanical,Talinas
Toyota Yaris,2699,1.4,Diesel,2007,Automatic,Talinas
Toyota Yaris,2699,1.0,Gasoline,2007,Mechanical,Talinas
BMW 525,2699,2.5,Petrol / Gas,2002,Automatic,Talinas
Peugeot 407,2699,2.0,Diesel,2007,Mechanical,Kaunas
Volvo V70,2699,2.4,Diesel,2006,Mechanical,Talinas
Peugeot 107,2699,1.0,Gasoline,2007,Automatic,Talinas
Chevrolet HHR,2699,2.2,Gasoline,2006,Automatic,Talinas
SEAT Leon,2699,1.9,Diesel,2007,Mechanical,Talinas
Mercedes-Benz E 220,2700,2.1,Diesel,2005,Mechanical,Alytus
Chevrolet Captiva,2700,2.0,Diesel,2007,Mechanical,Kaunas
Volkswagen Golf,2700,1.6,Gasoline,2006,Mechanical,Marijampole
Volkswagen Golf,2700,1.3,Gasoline,1989,Mechanical,Vilnius
Mercedes-Benz 190,2700,2.6,Petrol / Gas,1989,Automatic,Kaunas
Volkswagen Golf Plus,2700,1.4,Gasoline,2007,Mechanical,Ariogala
Opel Vectra,2700,1.9,Diesel,2007,Mechanical,Marijampole
Volkswagen Passat B6,2700,2.0,Diesel,2006,Mechanical,Pakruojis
Mercedes-Benz CLK 320 W209,2700,3.2,Petrol / Gas,2004,Automatic,Vilnius
Renault Espace IV,2700,2.0,Diesel,2007,Mechanical,Ignalina
Opel Zafira,2700,1.9,Diesel,2008,Mechanical,Kedainiai
BMW 525,2700,2.3,Gasoline,2005,Mechanical,Radviliskis
Audi A4 B6,2700,2.5,Diesel,2003,Automatic,Klaipeda
Opel Corsa,2700,1.3,Diesel,2009,Mechanical,Kedainiai
Toyota Aygo,2700,1.4,Diesel,2006,Mechanical,Kedainiai
Ford Focus,2700,1.6,Diesel,2008,Mechanical,Klaipeda
Peugeot 308,2700,1.6,Gasoline,2009,Mechanical,Klaipeda
Audi A4,2700,3.0,Diesel,2005,Mechanical,Alytus
Volkswagen Passat,2700,2.0,Diesel,2008,Mechanical,Vilkaviskis
Opel Astra,2700,1.7,Diesel,2008,Mechanical,Pakruojis
Dodge Caliber,2700,2.0,Gasoline,2008,Automatic,Birstonas
Audi A6 C5,2700,4.2,Petrol / Gas,1999,Mechanical,Alytus
BMW 530 E60,2700,3.0,Diesel,2004,Mechanical,Jonava
Mazda 3,2700,2.2,Diesel,2010,Mechanical,Marijampole
Hyundai i30,2700,2.0,Diesel,2008,Mechanical,Kaunas
Opel Signum,2700,1.9,Diesel,2006,Automatic,Ukmerge
Ford Focus,2700,2.0,Diesel,2013,Mechanical,Kaunas
Volvo V50,2700,1.6,Diesel,2005,Mechanical,Alytus
Volvo V70 II,2700,2.4,Diesel,2004,Mechanical,Svencionys
Citroen C4 Picasso,2700,1.6,Diesel,2008,Mechanical,Alytus
Honda Civic,2700,2.2,Diesel,2007,Mechanical,Alytus
Skoda Octavia,2700,1.9,Diesel,2010,Mechanical,Salcininkai
Audi A6,2700,2.0,Gasoline,2007,Mechanical,Silale
Subaru Legacy,2700,2.0,Petrol / Gas,2006,Mechanical,Vilnius
Mercedes-Benz E 220,2700,2.1,Diesel,2003,Mechanical,Vilnius
Volkswagen Transporter,2700,1.9,Diesel,2006,Mechanical,Klaipeda
Volkswagen Golf V,2700,1.9,Diesel,2006,Mechanical,Siauliai
Mercedes-Benz B 180,2700,2.0,Diesel,2007,Mechanical,Taurage
Volvo V70,2700,2.4,Diesel,2006,Mechanical,Joniskis
Volkswagen Jetta,2700,1.9,Diesel,2006,Automatic,Siauliai
Audi A6,2700,3.0,Diesel,2006,Mechanical,Gargzdai
Volvo V50,2700,2.5,Diesel,2008,Automatic,Vilnius
Daewoo Korando,2700,2.9,Diesel,2001,Mechanical,Vilnius
Volvo XC70,2700,2.5,Petrol / Gas,2006,Automatic,Vilnius
Nissan Micra,2700,1.2,Gasoline,2011,Mechanical,Vilnius
BMW 330,2700,3.0,Gasoline,2003,Mechanical,Alytus
Seat Leon,2700,2.0,Diesel,2006,Mechanical,Klaipeda
Opel Combo,2700,1.6,Gasoline,2009,Mechanical,Marijampole
Volkswagen Passat B6,2700,2.0,Diesel,2009,Mechanical,Alytus
Chrysler Voyager,2700,2.4,Petrol / Gas,2005,Mechanical,Siauliai
Volkswagen Touran,2700,1.9,Diesel,2006,Mechanical,Silute
Volkswagen Jetta,2750,1.6,Diesel,2012,Mechanical,Siauliai
Peugeot 308,2750,1.6,Gasoline,2009,Mechanical,Vilnius
Subaru Forester II,2750,2.0,Gasoline,2007,Mechanical,Vilkaviskis
Citroen C4 Picasso,2750,1.6,Diesel,2009,Automatic,Kretinga
BMW 730,2750,3.0,Diesel,2004,Automatic,Klaipeda
Volkswagen Golf,2750,1.9,Diesel,2004,Mechanical,Marijampole
Volkswagen Passat B5 FL,2750,1.9,Diesel,2002,Automatic,Utena
Hyundai i30,2750,1.6,Diesel,2007,Mechanical,Radviliskis
Mercedes-Benz E 270,2750,2.7,Diesel,2005,Mechanical,Jurbarkas
Seat Altea,2750,2.0,Diesel,2004,Mechanical,Kaunas
Ford C-MAX I,2750,1.8,Diesel,2009,Mechanical,Kaunas
Volkswagen Golf,2750,2.0,Diesel,2005,Mechanical,Kretinga
Volvo S80 II,2750,2.4,Diesel,2007,Automatic,Vilnius
Seat Altea XL,2750,1.9,Diesel,2008,Mechanical,Kaunas
Peugeot 207,2750,1.4,Gasoline,2007,Mechanical,Vilnius
Volkswagen Touran,2750,1.9,Diesel,2004,Mechanical,Utena
BMW 120 E87,2750,2.0,Diesel,2007,Mechanical,Marijampole
Ford Transit,2750,2.4,Diesel,2006,Mechanical,Marijampole
Opel Zafira,2750,1.6,Gasoline,2006,Mechanical,Marijampole
Volkswagen Golf Plus,2750,1.6,Gasoline,2005,Mechanical,Marijampole
Mercedes-Benz Sprinter,2750,2.2,Diesel,2003,Mechanical,Naujoji Akmene
Honda Accord,2750,2.4,Petrol / Gas,2003,Mechanical,Vilnius
Mercedes-Benz S 300,2750,3.0,Gasoline,1985,Mechanical,Telsiai
Renault Laguna,2750,2.0,Diesel,2007,Mechanical,Siauliai
Volvo C30,2750,2.4,Diesel,2007,Automatic,Kretinga
Volkswagen Touran,2750,2.0,Diesel,2004,Automatic,Plunge
Toyota Previa,2760,2.0,Diesel,2001,Mechanical,Vilnius
Toyota Avensis,2777,2.0,Diesel,2006,Mechanical,Vilnius
Honda Integra,2785,1.5,Petrol / Gas,1986,Mechanical,Kaunas
Volkswagen Transporter T5,2790,2.5,Diesel,2006,Automatic,Klaipeda
Seat Altea,2790,2.0,Gasoline,2004,Mechanical,Klaipeda
Mercedes-Benz E 270 W211,2790,2.7,Diesel,2003,Automatic,Kaunas
Ford Mondeo Mk4,2790,2.0,Gasoline,2007,Mechanical,Panevezys
Mazda 6,2799,2.0,Diesel,2008,Mechanical,Marijampole
Suzuki Grand Vitara,2799,2.7,Gasoline,2004,Mechanical,Ukmerge
Audi A6 C5,2799,1.9,Diesel,2003,Mechanical,Mazeikiai
Volkswagen Touran,2799,2.0,Diesel,2003,Mechanical,Kedainiai
Honda Fit,2799,1.5,Gasoline,2007,Automatic,Vilnius
Honda Jazz,2799,1.5,Gasoline,2007,Automatic,Vilnius
Volkswagen Touran,2799,1.6,Gasoline,2004,Mechanical,Kretinga
BMW 320,2799,2.0,Diesel,2003,Automatic,Talinas
Audi A3,2799,2.0,Diesel,2005,Automatic,Talinas
SEAT Altea XL,2799,2.0,Diesel,2009,Automatic,Talinas
Toyota Aygo,2799,1.0,Gasoline,2008,Automatic,Talinas
Mercedes-Benz C 180,2799,1.8,Gasoline,2005,Automatic,Talinas
Hyundai i20,2799,1.4,Gasoline,2010,Mechanical,Talinas
Renault Scenic,2799,2.0,Diesel,2009,Automatic,Talinas
Volkswagen Transporter,2799,1.9,Diesel,2003,Mechanical,Talinas
Ford Mondeo,2799,2.0,Diesel,2008,Automatic,Talinas
Kia Sportage,2799,2.0,Gasoline,2005,Mechanical,Talinas
Volkswagen Caravelle,2799,2.5,Gasoline,1998,Mechanical,Talinas
Ford Focus,2799,2.0,Diesel,2009,Automatic,Talinas
Peugeot 308,2799,1.6,Diesel,2011,Mechanical,Talinas
Opel Zafira,2799,1.6,Petrol / Gas,2013,Mechanical,Talinas
Audi A4,2799,1.9,Diesel,2007,Mechanical,Talinas
Smart Fortwo,2799,1.0,Gasoline,2007,Automatic,Talinas
Land Rover Freelander,2799,2.0,Diesel,2004,Automatic,Talinas
SEAT Ibiza,2799,1.2,Gasoline,2009,Mechanical,Talinas
Audi A4,2799,1.8,Gasoline,2005,Mechanical,Talinas
Audi A4,2799,2.0,Diesel,2005,Automatic,Talinas
SEAT Leon,2799,2.0,Diesel,2007,Automatic,Talinas
Toyota Corolla,2799,1.6,Gasoline,2005,Mechanical,Talinas
SsangYong REXTON,2799,2.7,Diesel,2005,Automatic,Talinas
Volkswagen Golf V,2800,1.9,Diesel,2009,Mechanical,Jurbarkas
Mercedes-Benz C 220 W203,2800,2.2,Diesel,2006,Mechanical,Marijampole
BMW 525 E60,2800,2.5,Diesel,2004,Automatic,Radviliskis
Volvo S60,2800,2.4,Diesel,2005,Automatic,Mazeikiai
BMW 530 E60,2800,3.0,Diesel,2004,Automatic,Vilnius
Volkswagen Passat,2800,2.0,Diesel,2006,Mechanical,Klaipeda
Mitsubishi Pajero Sport,2800,2.5,Diesel,2003,Mechanical,Kelme
Volvo V70 II,2800,2.4,Diesel,2006,Automatic,Joniskis
Audi A6,2800,3.0,Diesel,2006,Automatic,Vilnius
Mercedes-Benz E 320 W211,2800,3.2,Diesel,2005,Automatic,Telsiai
Dacia Logan,2800,1.6,Gasoline,2007,Mechanical,Marijampole
BMW 320,2800,2.0,Diesel,2005,Mechanical,Mazeikiai
Audi A3,2800,1.9,Diesel,2003,Mechanical,Kedainiai
Mercedes-Benz E 220,2800,2.2,Diesel,2004,Automatic,Kedainiai
Audi A6,2800,2.0,Gasoline,2005,Automatic,Mazeikiai
Audi A6 C6,2800,3.0,Diesel,2004,Automatic,Akmene
Opel Astra,2800,1.3,Diesel,2011,Mechanical,Kaunas
Citroen C5,2800,1.6,Diesel,2009,Mechanical,Alytus
BMW 316 E36,2800,2.5,Gasoline,1999,Mechanical,Kaunas
Mercedes-Benz Sprinter,2800,2.2,Diesel,2003,Mechanical,Vilnius
Citroen C5,2800,1.6,Diesel,2009,Mechanical,Kedainiai
Audi A4 B7,2800,2.5,Diesel,2006,Automatic,Telsiai
Opel Astra,2800,1.2,Diesel,2007,Automatic,Alytus
Volkswagen Passat,2800,1.9,Diesel,2005,Mechanical,Vilnius
Dacia Logan,2800,1.4,Gasoline,2009,Mechanical,Kaunas
BMW 325,2800,2.5,Petrol / Gas,2006,Automatic,Vilnius
Opel Astra III,2800,1.9,Diesel,2008,Automatic,Vilnius
BMW 116,2800,1.6,Gasoline,2005,Mechanical,Vilkaviskis
ZAZ 968,2849,1.2,Gasoline,1978,Mechanical,Vilnius
Chevrolet Volt,2850,1.4,N/A,2013,Automatic,Vilnius
BMW 330,2850,3.0,Diesel,2004,Mechanical,Vilnius
Volkswagen Golf V,2850,1.9,Diesel,2008,Mechanical,Panevezys
Ford Fiesta,2850,1.6,Diesel,2009,Mechanical,Kaunas
Volkswagen Golf,2850,1.6,Gasoline,2004,Mechanical,Kaunas
Toyota RAV4 II,2850,2.0,Diesel,2002,Mechanical,Vilnius
Ford Focus,2850,1.6,Diesel,2011,Mechanical,Vilnius
Dacia Logan,2850,1.6,Gasoline,2009,Mechanical,Kedainiai
Volkswagen Golf,2850,1.9,Diesel,2008,Mechanical,Jurbarkas
Ford Focus,2850,1.6,Gasoline,2008,Mechanical,Rokiskis
Volkswagen Passat,2850,2.0,Diesel,2007,Mechanical,Sakiai
Volkswagen Sharan,2850,1.9,Diesel,2004,Mechanical,Kaisiadorys
Toyota Avensis,2850,1.8,Petrol / Gas,2004,Mechanical,Vilnius
BMW 318 E90,2850,2.0,Gasoline,2005,Mechanical,Kaunas
Volkswagen Golf Plus,2850,1.9,Diesel,2005,Mechanical,Radviliskis
Volvo V70,2850,2.4,Diesel,2005,Automatic,Vilnius
Ford Mondeo,2850,2.0,Diesel,2010,Mechanical,Kaunas
Volvo S60,2850,2.4,Diesel,2005,Mechanical,Taurage
Citroen C5,2850,2.0,Diesel,2008,Mechanical,Taurage
Mazda 6,2850,2.0,Gasoline,2006,Mechanical,Kaunas
Ford Mondeo,2850,2.0,Diesel,2007,Mechanical,Kaunas
Volkswagen Touran,2850,2.0,Diesel,2004,Mechanical,Alytus
Nissan Qashqai,2850,1.5,Diesel,2007,Mechanical,Kretinga
Opel Astra,2850,1.6,Gasoline,2008,Mechanical,Kaunas
BMW 320 E90,2850,2.0,Diesel,2006,Mechanical,Mazeikiai
Opel Corsa D,2850,1.3,Diesel,2009,Automatic,Siauliai
BMW 730,2850,3.0,Diesel,2004,Automatic,Vilnius
Volkswagen Golf Plus,2850,1.9,Diesel,2008,Mechanical,Radviliskis
BMW 320 E90,2850,2.0,Diesel,2007,Mechanical,Vilnius
Volkswagen Passat,2850,2.0,Diesel,2006,Mechanical,Trakai
BMW 320 E46,2850,2.0,Gasoline,2006,Mechanical,Marijampole
MINI ONE,2850,1.6,Gasoline,2006,Mechanical,Utena
Fiat Qubo,2850,1.3,Diesel,2008,Mechanical,Taurage
Opel Frontera,2850,2.2,Diesel,2000,Mechanical,Jurbarkas
BMW 320 E90,2850,2.0,Gasoline,2006,Mechanical,Marijampole
BMW 330,2850,3.0,Diesel,2002,Mechanical,Vilnius
Opel Zafira,2850,1.7,Diesel,2013,Mechanical,Alytus
Ford Mondeo Mk4,2850,2.0,Diesel,2008,Automatic,Salcininkai
Ford Mondeo Mk4,2850,2.0,Diesel,2009,Mechanical,Panevezys
Kia Sorento I,2850,2.5,Diesel,2006,Automatic,Jonava
Kia Sorento,2850,2.5,Diesel,2004,Mechanical,Kaunas
Toyota Corolla,2880,2.0,Diesel,2004,Mechanical,Klaipeda
Audi A6,2888,2.7,Diesel,2006,Mechanical,Kedainiai
Volkswagen Caddy,2890,1.6,Diesel,2012,Automatic,Klaipeda
BMW 320 E90,2890,2.0,Diesel,2006,Mechanical,Rokiskis
Opel Corsa,2890,1.3,Diesel,2008,Mechanical,Klaipeda
Peugeot 308,2890,1.6,Diesel,2010,Mechanical,Klaipeda
Kia Cee'd,2890,1.6,Diesel,2009,Mechanical,Klaipeda
Opel Zafira,2899,1.8,Gasoline,2009,Mechanical,Marijampole
Kia Sorento,2899,2.5,Diesel,2006,Mechanical,Marijampole
Audi A4 B7,2899,2.5,Diesel,2006,Automatic,Mazeikiai
Opel Vectra,2899,1.8,Gasoline,2007,Mechanical,Kedainiai
Mitsubishi Grandis,2899,2.0,Diesel,2007,Mechanical,Mazeikiai
Honda Accord,2899,2.0,Gasoline,2007,Automatic,Talinas
Land Rover Freelander,2899,1.8,Gasoline,2005,Mechanical,Talinas
Mercedes-Benz ML 270,2899,2.7,Diesel,2002,Automatic,Talinas
Hyundai Tucson,2899,2.0,Gasoline,2007,Mechanical,Talinas
Mercedes-Benz CLK 270,2899,2.7,Diesel,2002,Automatic,Kaunas
Peugeot Partner,2899,1.6,Diesel,2012,Mechanical,Talinas
BMW 525,2899,2.5,Diesel,2002,Automatic,Talinas
Mercedes-Benz A 160,2899,1.5,Gasoline,2010,Mechanical,Talinas
BMW 525,2899,2.5,Diesel,2002,Automatic,Talinas
Subaru OUTBACK,2899,2.0,Diesel,2009,Mechanical,Talinas
Subaru Forester,2899,2.0,Diesel,2008,Mechanical,Talinas
SEAT Ibiza,2899,1.2,Gasoline,2009,Mechanical,Talinas
Volkswagen Golf Plus,2900,2.0,Diesel,2008,Mechanical,Marijampole
Mercedes-Benz E 320 W211,2900,3.2,Diesel,2003,Automatic,Mazeikiai
Ford Mondeo,2900,2.0,Diesel,2007,Mechanical,Sakiai
Mercedes-Benz C 220,2900,2.1,Diesel,2006,Mechanical,Klaipeda
Renault Espace,2900,2.0,Diesel,2008,Mechanical,Klaipeda
BMW 116,2900,1.6,Gasoline,2008,Mechanical,Klaipeda
Ford Focus,2900,1.6,Diesel,2012,Mechanical,Klaipeda
Ford Focus,2900,1.6,Diesel,2009,Mechanical,Kaunas
Renault Kangoo,2900,1.5,Diesel,2013,Mechanical,Panevezys
Peugeot 308,2900,1.6,Gasoline,2009,Mechanical,Kaunas
Volkswagen Golf,2900,1.9,Diesel,2005,Automatic,Kaunas
BMW 530 E60,2900,3.0,Diesel,2006,Automatic,Silute
Volkswagen Jetta,2900,1.9,Diesel,2007,Automatic,Kaisiadorys
Opel Astra,2900,1.6,Gasoline,2008,Mechanical,Marijampole
Volvo V50,2900,2.0,Diesel,2007,Mechanical,Kaunas
Mazda 6,2900,2.0,Diesel,2008,Mechanical,Siauliai
Citroen C5,2900,1.6,Diesel,2009,Mechanical,Siauliai
Opel Insignia,2900,9 k,Diesel,2009,Mechanical,Siauliai
Opel Zafira,2900,1.7,Diesel,2008,Mechanical,Kedainiai
Opel Astra,2900,1.7,Diesel,2010,Mechanical,Utena
Audi A4,2900,2.0,Diesel,2006,Mechanical,Mazeikiai
Mercedes-Benz B 200,2900,2.0,Diesel,2006,Mechanical,Taurage
Volkswagen Golf,2900,2.0,Diesel,2005,Mechanical,Vilnius
BMW 116,2900,1.6,Gasoline,2005,Mechanical,Kedainiai
Audi A6,2900,3.2,Gasoline,2006,Mechanical,Kretinga
Seat Alhambra,2900,2.0,Diesel,2006,Mechanical,Marijampole
BMW 318 E90,2900,2.0,Diesel,2007,Mechanical,Alytus
Ford Mondeo,2900,1.8,Diesel,2007,Mechanical,Klaipeda
Ford Focus,2900,1.8,Diesel,2008,Mechanical,Klaipeda
Toyota Yaris,2900,1.4,Diesel,2006,Mechanical,Vilnius
BMW 535,2900,3.0,Diesel,2005,Automatic,Siauliai
Toyota Avensis II,2900,2.0,Diesel,2003,Mechanical,Kretinga
Mercedes-Benz 211,2900,2.2,Diesel,2001,Mechanical,Vilkaviskis
Mercedes-Benz C 200,2900,2.1,Diesel,2005,Mechanical,Vilnius
Mercedes-Benz A 150 W169,2900,62 ,Gasoline,2005,Automatic,Kaunas
BMW 730,2900,3.0,Diesel,2004,Automatic,Kaunas
Hyundai i30,2900,1.4,Gasoline,2007,Mechanical,Klaipeda
Ford C-MAX,2900,1.6,Diesel,2006,Automatic,Vilnius
Volkswagen Golf,2900,1.6,Gasoline,2005,Automatic,Kaunas
Peugeot 807,2900,2.0,Diesel,2009,Mechanical,Other city
Volkswagen Passat B6,2900,1.9,Diesel,2008,Mechanical,Ariogala
Honda Civic VIII,2900,2.2,Diesel,2008,Mechanical,Kaunas
BMW 535 E39,2900,3.5,Gasoline,1999,Mechanical,Kaunas
Volkswagen LT,2900,2.5,Diesel,2006,Mechanical,Kedainiai
Audi A4,2900,2.0,Diesel,2007,Automatic,Mazeikiai
Dodge Caliber,2900,2.0,Diesel,2007,Mechanical,Marijampole
Volkswagen Golf Plus,2900,2.0,Diesel,2008,Mechanical,Kursenai
Mazda MX-5,2900,1.6,Gasoline,2000,Mechanical,Vilnius
Volkswagen Golf V,2900,1.9,Diesel,2005,Automatic,Panevezys
Mazda 2 II,2900,1.3,Gasoline,2011,Mechanical,Vilnius
Volvo XC90,2900,2.4,Diesel,2010,Mechanical,Telsiai
Citroen C8,2900,2.0,Gasoline,2004,Automatic,Vilnius
Audi A6,2900,2.0,Diesel,2007,Mechanical,Vilnius
Volvo V70 II,2940,2.4,Diesel,2004,Automatic,Varena
Ford Transit,2950,2.4,Diesel,2008,Mechanical,Klaipeda
Mercedes-Benz C 270,2950,3 0,Diesel,2004,Automatic,Vilnius
Citroen C4,2950,1.6,Gasoline,2010,Automatic,Panevezys
Volkswagen Passat,2950,2.0,Diesel,2006,Automatic,Kaunas
Toyota Avensis,2950,1.8,Gasoline,2003,Mechanical,Kaunas
Toyota Aygo,2950,1.4,Diesel,2006,Mechanical,Siauliai
Saab 9-3 II,2950,1.9,Diesel,2008,Mechanical,Vilnius
Volkswagen Touran,2950,2.0,Gasoline,2006,Mechanical,Rokiskis
Mercedes-Benz E 220,2950,2.1,Diesel,2003,Automatic,Kedainiai
Ford Galaxy Mk2,2950,1.9,Diesel,2005,Mechanical,Silute
Ford Galaxy Mk2,2950,1.9,Diesel,2005,Mechanical,Klaipeda
BMW 525,2950,2.5,Diesel,2005,Mechanical,Utena
BMW 530,2950,3.0,Diesel,2003,Automatic,Kaunas
Volkswagen Touran,2950,2.0,Diesel,2004,Mechanical,Utena
Opel Zafira B,2950,1.6,Gasoline,2006,Mechanical,Marijampole
Audi A4,2950,3.0,Diesel,2006,Mechanical,Varena
BMW 316,2950,1.6,Gasoline,2006,Mechanical,Vilnius
Chevrolet Epica,2950,2.0,Diesel,2009,Automatic,Panevezys
Mercedes-Benz E 320,2950,3.2,Diesel,2003,Automatic,Vilnius
Ford Galaxy,2950,1.9,Diesel,2005,Mechanical,Utena
Honda FR-V,2950,2.2,Diesel,2006,Mechanical,Radviliskis
Seat Altea,2950,2.0,Diesel,2006,Mechanical,Radviliskis
BMW 320,2950,2.0,Diesel,2008,Mechanical,Siauliai
Mercedes-Benz E 270,2950,2.7,Diesel,2002,Automatic,Jurbarkas
Iveco Daily 35S12.Thermo king.,2950,2.3,Diesel,2004,Mechanical,Radviliskis
Citroen C5,2950,2.0,Diesel,2009,Mechanical,Klaipeda
Seat Leon,2950,1.9,Diesel,2007,Mechanical,Akmene
Ssangyong MUSSO,2950,2.9,Diesel,2002,Automatic,Utena
Opel Corsa,2950,1.3,Diesel,2010,Mechanical,Kaunas
BMW 318,2950,2.0,Gasoline,2007,Mechanical,Vilnius
Honda FR-V,2950,1.7,Gasoline,2006,Mechanical,Gargzdai
Audi A4 B7,2960,2.0,Diesel,2006,Mechanical,Siauliai
Seat Toledo,2990,2.0,Diesel,2005,Automatic,Klaipeda
Citroen C5,2990,2.2,Diesel,2009,Mechanical,Vilnius
Renault Trafic,2990,2.5,Diesel,2007,Mechanical,Klaipeda
Audi A4 B7,2990,2.7,Diesel,2006,Mechanical,Kaunas
Peugeot 207,2990,1.4,Gasoline,2009,Mechanical,Kretinga
Jeep Compass,2990,2.0,Diesel,2008,Mechanical,Vilnius
Peugeot 207,2990,1.4,Petrol / Gas,2008,Mechanical,Vilnius
Renault Grand Scenic,2995,2.0,Gasoline,2007,Mechanical,Radviliskis
Kia Sorento,2999,3.5,Gasoline,2005,Automatic,Radviliskis
Volkswagen Passat B6,2999,1.9,Diesel,2007,Mechanical,Kedainiai
Ford S-Max,2999,2.0,Diesel,2007,Mechanical,Kretinga
Mercedes-Benz E 270 W211,2999,2.7,Diesel,2003,Automatic,Siauliai
Hyundai i20,2999,1.2,Gasoline,2012,Mechanical,Visaginas
Toyota Corolla,2999,1.4,Diesel,2005,Mechanical,Kaunas
Toyota Corolla Verso,2999,2.0,Diesel,2005,Mechanical,Plunge
Volkswagen Caddy,2999,1.6,Gasoline,2005,Mechanical,Vilnius
Toyota Yaris,2999,1.4,Diesel,2008,Mechanical,Taurage
Mitsubishi Grandis,2999,2.0,Diesel,2008,Mechanical,Kretinga
Volkswagen Touran,2999,1.9,Diesel,2005,Automatic,Kaunas
Audi A6,2999,3.0,Diesel,2005,Automatic,Vilnius
Volkswagen Golf V,2999,1.4,Gasoline,2007,Mechanical,Alytus
Opel Astra,2999,1.6,Gasoline,2010,Mechanical,Vilnius
BMW 325,2999,2.5,Gasoline,1988,Mechanical,Kaunas
Renault Clio,2999,2.0,Gasoline,2000,Mechanical,Vilnius
Skoda Fabia,2999,1.2,Gasoline,2008,Mechanical,Kretinga
Audi A4,2999,2.5,Diesel,2006,Mechanical,Kaunas
Mercedes-Benz E 320,2999,3.2,Gasoline,2002,Automatic,Talinas
Honda Civic,2999,1.8,Gasoline,2007,Automatic,Talinas
Volkswagen Transporter,2999,1.9,Diesel,1998,Mechanical,Kaunas
BMW 325,2999,2.5,Gasoline,2005,Automatic,Talinas
BMW 320,2999,2.0,Diesel,2006,Automatic,Talinas
Volkswagen Touran,2999,2.0,Diesel,2007,Automatic,Talinas
Ford Festiva,2999,1.6,Diesel,2009,Mechanical,Akmene
Mercedes-Benz E 320,2999,3.2,Diesel,2003,Automatic,Talinas
Volkswagen Touran I,2999,1.9,Diesel,2007,Mechanical,Vilnius
Audi A4 B7,2999,2.0,Diesel,2007,Mechanical,Pakruojis
Audi A6,2999,2.7,Diesel,2005,Automatic,Talinas
Saab 9-3,2999,1.9,Diesel,2008,Automatic,Talinas
Mercedes-Benz E 220,2999,2.2,Diesel,2006,Automatic,Alytus
Toyota Avensis II,2999,2.4,Gasoline,2004,Automatic,Klaipeda
Audi A8 D2,2999,3.7,Petrol / Gas,1998,Automatic,Zarasai
Lexus IS 220,2999,2.2,Diesel,2007,Mechanical,Talinas
Jeep Grand Cherokee,2999,3.7,Gasoline,2006,Automatic,Talinas
Chevrolet Captiva,2999,2.4,Gasoline,2006,Mechanical,Talinas
Ford Focus,2999,1.6,Gasoline,2009,Mechanical,Talinas
Toyota Corolla Verso,2999,2.0,Diesel,2005,Mechanical,Talinas
Citroen C3 Picasso,2999,1.6,Diesel,2010,Mechanical,Talinas
Honda Civic,2999,1.8,Gasoline,2007,Automatic,Talinas
Mercedes-Benz E 200,2999,1.8,Gasoline,2003,Automatic,Talinas
Audi A4 B7,2999,2.0,Diesel,2007,Mechanical,Kaunas
Ford Mondeo,2999,2.0,Diesel,2008,Automatic,Talinas
Audi A6,2999,2.4,Gasoline,2005,Mechanical,Talinas
Volkswagen Golf,2999,1.4,Gasoline,2009,Mechanical,Talinas
SEAT Exeo,2999,2.0,Diesel,2009,Mechanical,Talinas
Honda Civic,2999,1.8,Gasoline,2006,Automatic,Talinas
Volvo XC70,2999,2.4,Diesel,2005,Automatic,Talinas
Toyota Auris,2999,1.4,Diesel,2008,Mechanical,Talinas
Subaru Legacy IV,2999,2.0,Petrol / Gas,2006,Automatic,Vilnius
Honda Civic,2999,1.8,Gasoline,2006,Automatic,Talinas
